ItemSetID,INVOICE_NO,ITEM_ID
12529,316071229,3414252
12530,316071230,14994003
12531,316071232,3312220
12532,316071233,3310159
12533,316071234,4231589
12534,316071235,8004587
12535,316071236,15253094
12536,316071237,14273746
12537,316071238,9853589
12538,316071239,13635600
12539,316071240,2663032
12540,316071242,15220035|15220036|3365635
12541,316071243,8067608|8067609|8709591|8709592
12542,316071244,3414252
12543,316071245,4469589
12544,316071246,12435587
12545,316071247,13217588
12546,316071250,12460598|3372437|3385422
12547,316071251,3309131
12548,316071252,3244271
12549,316071253,13963604
12550,316071254,3417453|8929650
12551,316071257,135973|70116
12552,316071258,150123|3400791
12553,316071259,15121116
12554,316071260,15301041|3301777
12555,316071261,195114|2888071|3306320
12556,316071262,15121116|3204325|3248752
12557,316071263,142858|3201297|3344314
12558,316071264,3344314
12559,316071265,3326427
12560,316071266,1575786
12561,316071267,70099
12562,316071268,134398
12563,316071269,8411587
12564,316071270,134112
12565,316071271,15220033
12566,316071272,5987587
12567,316071274,15029859|15029860
12568,316071275,138554|3412231
12569,316071276,136031
12570,316071277,100030|1018630|14565122|14939911|2895137|3326925|3327916|6536591
12571,316071278,14671742
12572,316071279,3413266|4758587
12573,316071280,70099
12574,316071283,14784045
12575,316071284,100|818604
12576,316071285,13931590|5872590
12577,316071286,123197|134734|135344|1449786|14566594|15168962|2206536|2861072|2902135|3222370
12578,316071287,15271972
12579,316071288,14934894
12580,316071289,3246313
12581,316071290,2902123
12582,316071291,13542591|3322972|4297587
12583,316071292,15071058
12584,316071293,3413266
12585,316071294,14972118
12586,316071295,14784045
12587,316071296,14847954|6403587
12588,316071297,9046593
12589,316071298,15202039
12590,316071299,14835995|15187961
12591,316071300,14809891
12592,316071301,15562963
12593,316071302,15045923
12594,316071303,15045924
12595,316071305,134579|136025|14050590|14564638|14988867|23004|2795076|3315350|3400202|3402135|70099|70415|7572587|87743
12596,316071306,143170|143583|151192|2072871|3240575|3306029|3311400|3423442|49054
12597,316071307,1779789
12598,316071308,14325739
12599,316071309,2230826|2946073|88870
12600,316071310,10350589
12601,316071311,14784045|15071180
12602,316071312,14819917
12603,316071313,141876
12604,316071314,3432018
12605,316071315,15037947|15070926
12606,316071319,15222015
12607,316071320,134290|134608|134610|77034
12608,316071321,4265702
12609,316071322,129088|3334117|87582
12610,316071323,14698916
12611,316071324,3417228
12612,316071325,3250360
12613,316071326,14490754|14490802|9321608
12614,316071327,14823496|14823499|15037957
12615,316071328,15194972
12616,316071332,14827166|14910899|5471587
12617,316071333,14566087
12618,316071334,721461
12619,316071335,14802992|15015937
12620,316071336,14565721
12621,316071337,3383316
12622,316071338,11108594
12623,316071339,70449
12624,316071340,15342049
12625,316071341,8333601
12626,316071342,2230840
12627,316071343,2230840
12628,316071345,125741
12629,316071346,2230840
12630,316071347,135883
12631,316071351,3083111|3397665
12632,316071352,15285974
12633,316071353,13226594
12634,316071354,15159956
12635,316071355,13207592|14888233|5022588
12636,316071356,1754|70448
12637,316071357,3326560
12638,316071358,14752221
12639,316071360,9926587
12640,316071361,14793002
12641,316071362,3420595|4643589
12642,316071365,3298240
12643,316071366,3333162
12644,316071367,15494001
12645,316071368,1600790
12646,316071369,15140153
12647,316071370,3301777
12648,316071371,13931590|14988996
12649,316071373,15072080
12650,316071374,15194972
12651,316071376,14899553
12652,316071378,269
12653,316071379,3307913
12654,316071380,136122
12655,316071381,15059049
12656,316071382,2207239|70589
12657,316071383,14782177
12658,316071384,13635600
12659,316071385,3327885
12660,316071386,87820
12661,316071387,15345071|3250439
12662,316071388,70057
12663,316071389,14515732
12664,316071390,13635600|14850892
12665,316071395,3182826
12666,316071396,10740638|2909072|3423804
12667,316071397,14762160
12668,316071398,133621
12669,316071399,6358587
12670,316071400,3328507
12671,316071401,122570|126820|15345071
12672,316071402,126820
12673,316071403,198099
12674,316071404,15231085|9591587
12675,316071405,9801587
12676,316071408,14813572|14813574
12677,316071409,4001
12678,316071411,14827951
12679,316071412,3240820
12680,316071413,128929|3166089
12681,316071414,14883096
12682,316071415,14670774
12683,316071417,14787430|14861184|15006013|15041890
12684,316071418,14752224
12685,316071419,130579|14790158
12686,316071420,195103|627419
12687,316071421,15016758
12688,316071422,1160730|3305028
12689,316071423,566388
12690,316071424,15059049
12691,316071425,2205900
12692,316071427,3216453
12693,316071428,14683733
12694,316071429,14863051
12695,316071430,11183588|13988593|14765887|14962880|7122588
12696,316071431,130110|136463|137724|137735|139159|143200|143577|14712499|14813018|148660|14922969|149461|149548|149750|149789|150213|150894|2209316|3180310|3197209|3237514|3300622|3328893|3412213|3412220|3423380|4387629|7439587|88276
12697,316071432,88284
12698,316071433,118861|140510|149966|88059|88285
12699,316071434,14889956|15022208|3330449
12700,316071435,14512736
12701,316071436,3420697
12702,316071437,14322765
12703,316071438,14771896
12704,316071439,12560591
12705,316071440,13252593|14068589|14683901|14711223|14747886|3206495|3343829|3843388
12706,316071441,4529587
12707,316071442,15185004
12708,316071443,70086
12709,316071444,3327657
12710,316071445,143114
12711,316071446,143641|149778
12712,316071447,143094
12713,316071448,3315807
12714,316071449,14711286
12715,316071450,3332304
12716,316071451,174129|87140|88061
12717,316071452,148910|149248|3392441|70335|70350
12718,316071453,143633|149674|149890
12719,316071454,137698|143098|148735|1983787|3252310|3771940|88226
12720,316071455,150207
12721,316071456,14301743
12722,316071457,126820|14301743|6212594
12723,316071458,15358043
12724,316071459,70981
12725,316071460,150848
12726,316071461,3236512|3421463
12727,316071462,15151061|3252310|3303956
12728,316071463,4421600
12729,316071464,14420732
12730,316071465,14890008
12731,316071466,150170
12732,316071470,2248046
12733,316071471,3413266
12734,316071472,14208678
12735,316071481,14989193
12736,316071482,3182580
12737,316071483,14550844|14989193
12738,316071484,8333601
12739,316071485,70057
12740,316071486,14689756
12741,316071487,10987589|15130018
12742,316071488,70057
12743,316071495,1104738|223530
12744,316071496,3630587
12745,316071497,126282|126845|131719|479400|70062|70064|70068
12746,316071499,15615002
12747,316071500,70118
12748,316071501,11183588|3418234
12749,316071503,134308
12750,316071504,14938859
12751,316071505,3383316
12752,316071506,14797325
12753,316071507,15166011|70589
12754,316071508,9591587
12755,316071509,134228
12756,316071511,14894829|14921859|15087053
12757,316071512,15572970
12758,316071513,2207443
12759,316071514,134573
12760,316071515,129592|172|3204507|3356011|385
12761,316071516,15313070
12762,316071518,10857587
12763,316071519,14674775
12764,316071521,126993|2242377|3177361|3328678
12765,316071522,1319782|2071812
12766,316071523,14711459|14813679|15056880|3344503
12767,316071524,129417|77034|79012
12768,316071526,14989195
12769,316071527,14401737|14564820|14724137|3403229
12770,316071528,105053|14498729|14712839|3185304|3318454|70086|70349
12771,316071529,3237512
12772,316071530,70333
12773,316071531,14710940|14712356
12774,316071532,2702037|70334
12775,316071533,13213592|14710447|14722987|14774957|3423392|8196588
12776,316071534,7967588
12777,316071536,149950|15010882|3250518|3410179
12778,316071537,12560591|146701|14712394|3247025|3247291|3392589|6536593|9575588|9661593
12779,316071538,10727972|125741|126340|1307777|135384|1449786|14704354|2466066|2899072|481381|6499625|70415|70509|70589|885650|91
12780,316071540,14029589|140726|3423446|70977
12781,316071541,14889869|15461970
12782,316071542,3318390|9671587
12783,316071543,14748246
12784,316071544,8713587
12785,316071545,140774|140885|140890|140897|140948|149338|149778|149987|88064
12786,316071547,151076|151079|2345023
12787,316071548,3345208
12788,316071549,116446
12789,316071550,3190588
12790,316071551,118095|1982791|4298588|5334587
12791,316071553,14350724|14564800|14564834|14564839|14564892|14564913|14564928|14564964|14565080
12792,316071554,3246934|3390540
12793,316071555,262
12794,316071556,3159070|3247086
12795,316071557,134624|135520
12796,316071558,14315857|14565758|3402033
12797,316071559,112063|1160730|127343|130439|130474|1323784|14930229|14932985|14932988|15000899|232213|3428876|70415
12798,316071560,129623|195097|3197428
12799,316071561,198099|228553
12800,316071562,2952075
12801,316071563,70447|88870
12802,316071564,1175731|14588733|2814076|3383316|420366|599389
12803,316071565,133402|70099
12804,316071566,70062
12805,316071567,14822344
12806,316071569,122967|126432|129269|130110|131795|1319782|133023|133255|134224|134287|135528|13601590|215528|3196254|566401|705473|77034|88409
12807,316071570,11922606|1754|3186201|3301771|70057|70448
12808,316071571,134112|5022588
12809,316071572,126383|15071169|15084093|3309901|3326533|70072
12810,316071576,3322357
12811,316071577,14736848|14767903|14828160|14866075|14934113|14934270|14952246|15091064|15228086|15361963|3301777|6926591
12812,316071578,14675181
12813,316071579,198099|228553
12814,316071580,3216651
12815,316071582,13217588
12816,316071583,14843980
12817,316071584,1220733|14846967
12818,316071585,2205441|2205661|2224794|4060587
12819,316071586,15070940
12820,316071587,14729891|14809891
12821,316071588,14939964|15072152
12822,316071589,10758587
12823,316071590,14864055|5722598
12824,316071591,13161590
12825,316071592,13834590
12826,316071593,14843965
12827,316071594,14843980
12828,316071595,14579782|14672947|14841124|14841128|15180015
12829,316071596,3246004|3370767
12830,316071603,130643
12831,316071604,8478587
12832,316071605,3304952
12833,316071606,2208584|2424022|564386
12834,316071607,15024916|15025879|15025882|3310983
12835,316071608,3194182
12836,316071609,15521001
12837,316071610,14481749
12838,316071611,3221385
12839,316071612,70271
12840,316071613,9853589
12841,316071614,143155|149830|150778|150905
12842,316071615,10421588|1103754|1574788|3215842|3242256|3249275|3399558
12843,316071616,143170
12844,316071617,149722|149778|149780|49046|87140|88064|88065
12845,316071618,70324
12846,316071619,88226
12847,316071622,14932035
12848,316071623,3223016
12849,316071624,14932032
12850,316071625,15313251
12851,316071626,135739|135835|135922
12852,316071627,420366
12853,316071628,1301804
12854,316071630,117113|143579|143583|143641|14995879|151041|15245002
12855,316071631,143639|3189230|3190782
12856,316071632,112090|134728|14813317|1716|70415
12857,316071633,125735|3316190|70271|752497
12858,316071634,1192746|146895|3182807
12859,316071635,130737|209175
12860,316071636,3307469
12861,316071637,143641|14711869|2642021|3424680
12862,316071638,14378800|3418234|7122588
12863,316071639,14883888
12864,316071640,15067882|3244892|3315585
12865,316071641,3383316|4264630
12866,316071642,134852|134859|88479|981630
12867,316071643,143170
12868,316071644,135171|135548|14932024|15142031|1589785|3306191|3338849|3403907
12869,316071645,14831895
12870,316071646,15138095
12871,316071647,3124089
12872,316071648,3423453|3423457|3423473|3423633|3429279|3842761
12873,316071649,14894229
12874,316071650,14963892
12875,316071651,70099
12876,316071652,14767916
12877,316071653,14767916
12878,316071654,14767916
12879,316071656,10884587
12880,316071657,14796943
12881,316071658,14680877
12882,316071659,14841178
12883,316071660,12288588
12884,316071661,137802
12885,316071662,3368962
12886,316071663,3189373
12887,316071664,5428588|9913588
12888,316071665,2389012
12889,316071666,3301783
12890,316071667,129410
12891,316071668,3224068
12892,316071669,3242246
12893,316071670,3219364
12894,316071671,3424475
12895,316071672,14263614
12896,316071673,3166116
12897,316071674,2206870
12898,316071676,3322834
12899,316071677,70589|87991
12900,316071680,126079|126538|126542|126544|132985|14787047|2833069|2852069|3154455|3299349|3337935|3403390|70057|70068
12901,316071681,13043587|3196191
12902,316071682,15363023|3335078
12903,316071684,132639|132755|3085218|3249375|3249477|3368747|70415|85|87743
12904,316071685,1985
12905,316071686,14292719
12906,316071687,14578828
12907,316071688,5372590
12908,316071689,174083
12909,316071690,13609630
12910,316071691,3383459
12911,316071693,14809891|9853589
12912,316071695,3298569
12913,316071696,70265
12914,316071698,3303871|3321335
12915,316071699,15367960|15405990
12916,316071700,12560591|14765887|14834920
12917,316071703,11108587
12918,316071704,5372590
12919,316071705,14710797
12920,316071706,2208708
12921,316071707,135789|135888|14752025|3284155|3328148
12922,316071708,14850892
12923,316071711,14939013
12924,316071712,14834153|14939013
12925,316071713,14723983|15307097|15331996
12926,316071714,88061
12927,316071715,3311162
12928,316071716,1357777
12929,316071717,14671743
12930,316071718,14274722
12931,316071719,14711203|15028877|3184403
12932,316071720,14988960
12933,316071721,14787584
12934,316071722,3390906
12935,316071723,13880589
12936,316071724,14861184
12937,316071725,15078930
12938,316071726,15220033|15220039
12939,316071728,15138062
12940,316071729,15189017|15220039
12941,316071731,15281965
12942,316071732,14850892
12943,316071733,15220033
12944,316071734,15330970|3327910
12945,316071735,13252587|3298017
12946,316071737,1718
12947,316071738,14951975
12948,316071739,15367967
12949,316071740,133002
12950,316071741,150620|3301755|88009
12951,316071742,15255128
12952,316071743,14563855|3185272|3243723|3344952
12953,316071744,14723920|15577973
12954,316071745,130157
12955,316071746,14729891
12956,316071747,10522587|14918865|3385352|6244587
12957,316071748,15056928
12958,316071749,14840901
12959,316071750,15144997|2242399|3321277
12960,316071751,134290|1717|79012
12961,316071752,5022588|70094
12962,316071753,3217353
12963,316071754,15078930
12964,316071757,3326758
12965,316071758,138488
12966,316071759,15201024|15363023|3335078
12967,316071760,3309098
12968,316071761,100
12969,316071762,15281019|3366750
12970,316071763,14817904
12971,316071764,70977
12972,316071765,3242735
12973,316071770,15391970|3216453
12974,316071771,5820587
12975,316071772,77007
12976,316071773,15004982
12977,316071774,3220302|5684588
12978,316071775,3189373
12979,316071776,15140147
12980,316071777,3216124
12981,316071778,14889869
12982,316071780,14846051
12983,316071781,9450587
12984,316071783,14888097
12985,316071784,9853589
12986,316071785,14865872
12987,316071786,15203000
12988,316071787,14797166|14967196|14968945|14968948
12989,316071788,3136078
12990,316071789,173
12991,316071790,13342593|134763|14307749|2902131|3411261
12992,316071791,8636588
12993,316071792,14773863
12994,316071793,14896839|15121117
12995,316071794,15220039
12996,316071797,14797592
12997,316071798,14809891
12998,316071799,128461
12999,316071800,14850892
13000,316071802,3184293
13001,316071803,15230124
13002,316071804,3365254
13003,316071805,15227112
13004,316071806,14683790
13005,316071807,14670774
13006,316071808,15220033|15220036
13007,316071809,15091966
13008,316071810,14731057|14731983
13009,316071813,3310515
13010,316071814,14361751
13011,316071815,3391346
13012,316071816,3344130|3807428
13013,316071817,15367967
13014,316071818,3367974|415
13015,316071819,15221014
13016,316071820,15268974
13017,316071821,1724|3204740|3250672|70297
13018,316071822,3807427
13019,316071823,14762160
13020,316071824,15220033
13021,316071825,15078930
13022,316071826,14771915
13023,316071827,15480959
13024,316071828,143170
13025,316071829,143155
13026,316071830,14761901|3252310
13027,316071831,15033861|15227112
13028,316071832,15220036
13029,316071833,14847917
13030,316071835,15280981
13031,316071836,3398814
13032,316071837,3338405
13033,316071838,128446|14678812|2172806|2793082
13034,316071839,3246369
13035,316071840,14566755
13036,316071841,15226978
13037,316071842,6801611
13038,316071843,14908324|15090969|15157982|15254044
13039,316071845,3365635
13040,316071846,14782177|14809891
13041,316071847,14909040
13042,316071848,639445
13043,316071849,3321383
13044,316071850,14592723|14861183|14861184|14909040
13045,316071851,15033861
13046,316071852,3330682
13047,316071853,10758587
13048,316071854,15071180
13049,316071855,15083720
13050,316071858,10992598|14691730|15137220|15156047
13051,316071859,14988996
13052,316071862,3341914
13053,316071863,14870922|15002627|15163043
13054,316071864,14797592
13055,316071865,14704109
13056,316071866,136470
13057,316071867,14883888
13058,316071868,14911055
13059,316071869,136470|14845862|4264613
13060,316071872,9278587
13061,316071873,14804865|1643804|2057813|3216715
13062,316071879,14820895|15157040|15260143
13063,316071880,14847917
13064,316071881,14767916
13065,316071882,3332133
13066,316071883,3219364
13067,316071884,137802|149780|3167110
13068,316071885,231320|3237514|3250538|88061
13069,316071886,150234
13070,316071887,14784045
13071,316071890,14704308
13072,316071891,14812886|14980071
13073,316071894,15083938|15083946|15083949|15086969|15086970|15086973|15087006|15087010|15087012|15087014|15109122|3333966
13074,316071895,140865
13075,316071896,111064
13076,316071897,129410
13077,316071898,14767916|15031996
13078,316071901,15137039
13079,316071902,15582059
13080,316071903,14870535|14876857|15270961|15270962
13081,316071908,5913591
13082,316071909,15278070|15278071
13083,316071912,172052|2078852
13084,316071913,3338312
13085,316071914,100016
13086,316071916,1301771|134359|14216600|14566227|2331016|3420548|4161590|88356
13087,316071917,126524|91
13088,316071919,126542|210|70072|70415
13089,316071920,14813574
13090,316071923,14761931|15137039|15140213|3249325
13091,316071924,228550
13092,316071925,14610727
13093,316071926,15222985|2792111|3224887|3326876
13094,316071927,134228
13095,316071929,1167730
13096,316071930,3387711
13097,316071931,70333
13098,316071932,3369809
13099,316071933,3076073
13100,316071934,15121115
13101,316071937,3310515
13102,316071938,3326430
13103,316071939,15083918
13104,316071940,15363060
13105,316071941,134573
13106,316071942,3224009|70118|88477
13107,316071943,3307086
13108,316071944,14752201|14752202|14760944
13109,316071945,14578818
13110,316071950,3249185
13111,316071951,14757903
13112,316071952,70449
13113,316071954,14847867
13114,316071955,14566098
13115,316071956,13831589|14870425|14874858|4708587|9787591
13116,316071959,70415
13117,316071960,13880589|15006123
13118,316071964,134580
13119,316071965,135102
13120,316071966,15238127
13121,316071968,14490752|14972902|15452004
13122,316071970,70333
13123,316071971,6421593
13124,316071973,134228
13125,316071974,425382
13126,316071979,135511
13127,316071980,132757
13128,316071981,3311531
13129,316071982,3174101
13130,316071983,14813103|15324020
13131,316071984,3240906|3242018|3243715|3316936|3318066
13132,316071986,9853589
13133,316071987,9853589
13134,316071988,3333689
13135,316071989,12384588|3408688|3997594|5610587
13136,316071990,14823298
13137,316071991,14752201|14760944
13138,316071994,14943865
13139,316071995,130736|130744|564386|616407
13140,316071996,15383959
13141,316071997,15206978
13142,316071998,3332133
13143,316071999,3200211
13144,316072001,15084091
13145,316072002,14883067
13146,316072003,14752060
13147,316072004,14188590|14188592
13148,316072006,3327885
13149,316072007,15116966
13150,316072008,14670774|14729891
13151,316072009,14924071
13152,316072010,14999073
13153,316072011,14850050
13154,316072013,4231589
13155,316072014,15230124
13156,316072015,10568587|15004874|15093959|5872590
13157,316072016,130432|135344|2168795|599411
13158,316072017,3423988
13159,316072018,134707
13160,316072019,13901590|13901592|14748246|14818316|14861197
13161,316072020,14748246
13162,316072021,88012
13163,316072022,2000789|3772230
13164,316072023,147362|70986
13165,316072024,140592
13166,316072025,3344149
13167,316072026,14558753
13168,316072027,141478|146667|146725|148735|150633|3243275|3297463|4375587|722461
13169,316072028,14712458|15022289|3208284|3400611|70378
13170,316072029,14269804
13171,316072030,13214588
13172,316072031,6837600
13173,316072032,9661593
13174,316072033,14869928|14962880
13175,316072034,14694785
13176,316072035,14727939
13177,316072036,3386936
13178,316072037,70044
13179,316072038,6837600
13180,316072039,9661593
13181,316072040,141186|150162|3327885|3389652|3675587
13182,316072041,14740933|14867975|14908643|14924021|14932024|15363021
13183,316072042,3184403
13184,316072043,14834920
13185,316072044,143170
13186,316072045,3339005
13187,316072046,3184403
13188,316072047,14520723
13189,316072048,9661593
13190,316072049,3771406
13191,316072050,15085065
13192,316072051,2664022
13193,316072052,7122588
13194,316072053,3423486
13195,316072054,14841178
13196,316072055,140891
13197,316072056,3843232
13198,316072057,15305986
13199,316072058,14558742|14767916
13200,316072059,15071180
13201,316072060,14943865|15383959
13202,316072061,3328616
13203,316072062,14809891
13204,316072063,3343773|4061597
13205,316072064,15084091|3370226
13206,316072065,15050971|15222970|15225147
13207,316072066,88891
13208,316072077,143573|3399883
13209,316072078,5872590
13210,316072079,70333
13211,316072080,13737589
13212,316072083,14511912|2205849|2208032|3206565
13213,316072084,150213
13214,316072085,138200
13215,316072086,14782177
13216,316072087,15278178
13217,316072090,3328387
13218,316072091,9450587
13219,316072092,15555962|3234726
13220,316072093,129177
13221,316072098,14993228
13222,316072099,15028877
13223,316072100,3330609
13224,316072102,15622964
13225,316072104,13214588
13226,316072105,129198|129322|14691199|15140982|2555016|2663032|3152088|70874
13227,316072107,3318558
13228,316072108,2208708|3372363
13229,316072109,133393|134837|135053|2555016|3223040|757485
13230,316072110,3326559
13231,316072111,14390726
13232,316072115,14996861
13233,316072116,15132983|3242099
13234,316072117,15489987
13235,316072118,14694818|14924021|14932024|15363021|3403556
13236,316072119,134231|1717
13237,316072122,1707
13238,316072123,13361591
13239,316072124,12324592
13240,316072125,10725023|126693
13241,316072126,98013
13242,316072127,3246417
13243,316072129,14827240|15231043|3415270|68026
13244,316072130,412326
13245,316072131,2249017
13246,316072132,150207
13247,316072133,15376017
13248,316072134,3344565
13249,316072136,13319589|3315370|3315371
13250,316072139,5372590
13251,316072140,1043629|14562745
13252,316072141,3241688
13253,316072142,125984|128745|129976|167062|200099|2890086|3196192|3236313|70064|70066|70589|79012|87496
13254,316072144,13834590|3220345|3329232
13255,316072145,420366
13256,316072146,172|3243723|3333358|3340915
13257,316072149,143583|70042
13258,316072150,3330088
13259,316072151,14566234
13260,316072152,3412227
13261,316072153,14823496
13262,316072154,3191268
13263,316072155,11605595|144373|3326043
13264,316072156,142960|143118|150560|2664022|3197209|88017
13265,316072157,3222877|3340227
13266,316072158,140893|425382
13267,316072160,3185283
13268,316072161,14703605|232213|91
13269,316072162,1665822
13270,316072163,148716|70349
13271,316072164,5372590
13272,316072165,87865
13273,316072169,14721017|14883033|15083043
13274,316072170,143639
13275,316072171,138455|146857|3326430
13276,316072173,14208633|14762918|3771952|3771954|4614587
13277,316072175,15071169
13278,316072176,14712950|2314011|2777076|3207569|3224704|3240864|3243567|3245794|3313993|3383277
13279,316072177,15006126
13280,316072178,14894229
13281,316072179,126171|126570|14565212|183067|2663032|70234|93007
13282,316072182,122284|134660|134764|15402001|3224000|3224024|3315308|3316181|3397744|6006591|70440
13283,316072183,14494729|70250
13284,316072184,135395|1446799|3322817|3345647
13285,316072186,14988971
13286,316072187,107040|131795|159500|179050|2307014|3249343
13287,316072188,15138008|3240974|3344565
13288,316072191,133024|133666|14840884|1724|1985|1987|232022|3083111|3417521|70116|70437|88568
13289,316072192,14909040
13290,316072193,15242589|15559961
13291,316072194,6064587
13292,316072195,14988933|15032000
13293,316072196,15137039
13294,316072197,14861183
13295,316072198,15331118
13296,316072199,147061|3771954
13297,316072200,149987|88223
13298,316072201,14462723
13299,316072202,14921897|15074879|15141147|15344977|15367960|15405990|15405991|15430982|15430983|15430984
13300,316072203,15189017|15220039
13301,316072204,14847917|15187112
13302,316072205,14767916|15220036
13303,316072207,70327
13304,316072208,11447587
13305,316072209,14935991
13306,316072211,138455|14581775|14752275|2911097|3385047|3391720|3420615
13307,316072212,14694747|14988996
13308,316072213,3312138|8027597
13309,316072214,9661593
13310,316072216,15227984
13311,316072217,14281846
13312,316072218,14885890
13313,316072219,11162589|3408540|88061
13314,316072220,14617741
13315,316072221,15480959
13316,316072222,15497959
13317,316072225,14934186|14983015
13318,316072226,14989048
13319,316072227,1742785|3442637
13320,316072228,3395555
13321,316072229,15493985
13322,316072235,3326430|3383008
13323,316072236,15103999
13324,316072237,70042
13325,316072239,3330743
13326,316072240,2899106
13327,316072241,3344116
13328,316072242,3387605|3387611|3387612|3985587
13329,316072243,3336486|3424491
13330,316072244,14806962|14894229
13331,316072245,3124153|3312039
13332,316072246,134938|585387
13333,316072247,134732|134739|135778
13334,316072248,2206536
13335,316072249,129462
13336,316072251,1870786
13337,316072252,14951867
13338,316072253,1007631
13339,316072254,15221097|3329268
13340,316072255,5365595
13341,316072256,149778
13342,316072257,1205729|3341729
13343,316072258,1344778
13344,316072259,262
13345,316072260,3397771
13346,316072265,1031642
13347,316072266,2899106
13348,316072267,599389
13349,316072268,2075825|88518
13350,316072269,2926076|3383971|70120
13351,316072270,70981
13352,316072271,11785587|3368747|639431|87544|88444
13353,316072272,10568587|13931590|14988996
13354,316072273,3423604|6837598
13355,316072274,1538791|2169799
13356,316072275,3336906
13357,316072276,10758587
13358,316072277,15029857|3303956|3420370|3423380|3423412|3782865|7858596
13359,316072278,14621731|14962880
13360,316072280,13997590
13361,316072281,15350999
13362,316072282,3179634|3772099
13363,316072284,15436065
13364,316072285,15083720
13365,316072286,15230124
13366,316072287,10522587|6244587
13367,316072288,1716|77034
13368,316072289,129370
13369,316072290,3223354
13370,316072291,14701338
13371,316072293,14894496
13372,316072294,68047
13373,316072296,15373252
13374,316072297,14934186
13375,316072299,143456
13376,316072300,2075809|3189230|70355
13377,316072301,3179634
13378,316072302,14376751|14660750|14790441
13379,316072303,15227112
13380,316072304,15071180
13381,316072305,15121116
13382,316072307,15220033
13383,316072308,15220039|15221037
13384,316072309,15516971|6499722
13385,316072310,15230124
13386,316072311,12616587|12616588|12616589
13387,316072312,3341782
13388,316072314,15292969
13389,316072315,14880859|15606965
13390,316072316,146774|14712550
13391,316072317,3431012
13392,316072318,87141
13393,316072319,3205287
13394,316072320,14951903
13395,316072321,15016891|15376002
13396,316072322,14797166|14967196|14968945|15179053
13397,316072323,105072|138634|184098
13398,316072324,15292969
13399,316072325,15255128
13400,316072326,143119
13401,316072327,7439587
13402,316072328,2749082
13403,316072329,3429478
13404,316072330,3367979
13405,316072331,5444589
13406,316072332,138323|140726
13407,316072333,134163
13408,316072336,70980
13409,316072337,14972989|3328604|87120
13410,316072338,8478587
13411,316072339,3337358
13412,316072340,15351001
13413,316072341,14960857
13414,316072342,8636588
13415,316072343,15227052
13416,316072344,15058917|15073908
13417,316072345,3180385|3244775
13418,316072346,1668796|2227851|3413227|70986
13419,316072347,3237514
13420,316072348,143094|143573|70334
13421,316072349,8528588
13422,316072350,149702|3780596
13423,316072351,132880
13424,316072356,161057
13425,316072358,10522587|11201590|3344130|3344141|3385352|3390395|6360587
13426,316072360,70333
13427,316072361,14925329
13428,316072362,14988150
13429,316072363,3204325
13430,316072364,3204325
13431,316072368,10522587|14762160|6244587
13432,316072369,14487723
13433,316072370,126516|172052|639431|70589
13434,316072371,15268974
13435,316072375,3345571
13436,316072376,14816056|14894273|15189038|15436065
13437,316072377,11702587|14721017|14887908|15083043|15185958
13438,316072378,13883589|15084091|15207992
13439,316072379,14923988|15127974
13440,316072380,14487723
13441,316072381,14760948
13442,316072382,14962880|15408989|3393973
13443,316072383,3385422
13444,316072384,134112
13445,316072385,135548|14815906|2663032
13446,316072386,14813574
13447,316072387,3249325
13448,316072388,14887973
13449,316072389,14861183|14861184|14909040
13450,316072390,15220036
13451,316072391,3398686
13452,316072392,15220036
13453,316072393,14836104|15313214|9869587|9964587
13454,316072394,143148
13455,316072395,10441590
13456,316072396,2230799|3369599
13457,316072397,14990877
13458,316072398,14901041
13459,316072401,15019893
13460,316072402,15019893
13461,316072403,12486587|15313095|2663032|2915082|3311827|70980
13462,316072404,1707
13463,316072405,10440595|3403228|87945
13464,316072406,3313217|70044
13465,316072407,136475
13466,316072408,6064587
13467,316072409,14863196|3241220|3372405
13468,316072410,3326707
13469,316072411,138197|3369662
13470,316072412,14564905
13471,316072413,128862|15014858
13472,316072414,126591|126991
13473,316072415,142994|143094|150778
13474,316072416,70044
13475,316072417,3372257
13476,316072418,15046962|88477
13477,316072419,3223283|3321810
13478,316072422,1135729|125963|126279|126542|126569|126819|126993|128965|128968|129024|129043|129045|129110|129681|13042587|131254|14359735|14760948|14849968|14870032|14930230|14934566|152201|1748|1751|183067|194095|2009798|2602026|3177180|3324417|3324537|3344569|412327|70057|70435|8187589|87496|98013
13479,316072423,15031011
13480,316072424,2663032
13481,316072425,232157|3327977
13482,316072426,15220033
13483,316072428,138189|138323|138455|14675724|149144|150038|150125|150418|150438|150467|2488016|3174161|3306820|3317857|3423572|6493606|705446|88279
13484,316072429,14327726|14694792|14741890|14834920|15185974|3401842
13485,316072430,13737589
13486,316072431,14608828|14608832|14608833|14608843|14608846|14680928|14821938|15002379|15002380|15002381|15046053|15046054|15092115|15139990|15201014|15255027|15342058|15370022|8803592
13487,316072432,150210|150957|15137191|3323544
13488,316072433,4152594
13489,316072435,14564457
13490,316072438,149890
13491,316072439,70589
13492,316072440,15121021|15165007
13493,316072441,14813877
13494,316072442,126813|129091|129976|130027|133449|134852|13997590|14329728|2437032|2442248
13495,316072443,15085069
13496,316072446,14752201|14760944
13497,316072447,3297274|3391689
13498,316072448,14762160|3458597
13499,316072449,7264588
