1616070000/79213916,14690914
1616070001/79213917,14890019
1616070002,15471069
1616070002,15436269
1616070002,15245997
1616070002,15436261
1616070002,15547003
1616070002,15471068
1616070003,15586998
1616070003,15547003
1616070003,15589015
1616070004,15471068
1616070004,15471069
1616070004,15436253
1616070004,15245997
1616070005,15245997
1616070005,15471069
1616070006,15471069
1616070006,15245997
1616070006,15471068
1616070006,15436264
1616070007/88761213,14921003
1616070008/79213640,15551005
1616070009/79213641,14810112
1616070009/79213641,14809864
1616070010/79213642,15455981
1616070011/79213643,15455981
1616070012/79213644,15246052
1616070013/79213645,15246050
1616070013/79213645,15238055
1616070013/79213645,15246053
1616070013/79213645,15246049
1616070013/79213645,15246052
1616070014/79213646,14789044
1616070014/79213646,15246053
1616070014/79213646,15246052
1616070014/79213646,15330988
1616070015/79213647,14787526
1616070015/79213647,14789044
1616070016/79213648,14809864
1616070016/79213648,14810112
1616070017/79213649,15455982
1616070018/79213650,15312982
1616070018/79213650,15452141
1616070018/79213650,14921004
1616070019/79213651,14787526
1616070019/79213651,14809864
1616070019/79213651,14810112
1616070019/79213651,14789044
1616070020/79213652,15246053
1616070020/79213652,14787526
1616070020/79213652,14789044
1616070020/79213652,14809864
1616070020/79213652,14810112
1616070021/79213653,14810112
1616070021/79213653,14789044
1616070021/79213653,14787526
1616070021/79213653,14809864
1616070022,15102173
1616070022,15331043
1616070023,15102173
1616070023,15331043
1616070024,15331043
1616070024,15102173
1616070025,15102173
1616070026,14675955
1616070026,14790551
1616070026,14671860
1616070026,15194056
1616070026,15192100
1616070027,15192100
1616070027,14675955
1616070027,14980086
1616070027,14671860
1616070027,14790551
1616070027,15194056
1616070028,14481833
1616070028,14654748
1616070028,15192100
1616070028,14671860
1616070028,15157064
1616070028,15194056
1616070028,14980086
1616070029,14654748
1616070029,14980086
1616070029,14671860
1616070029,14790551
1616070029,13217588
1616070029,15192100
1616070029,15194056
1616070029,15192101
1616070030,15194056
1616070030,14980086
1616070030,14481833
1616070030,14654748
1616070030,14671860
1616070030,15157064
1616070030,14731963
1616070030,15192100
1616070031/79213654,14980872
1616070031/79213654,14803086
1616070032,14654748
1616070032,15194056
1616070032,15192101
1616070032,14675955
1616070032,14671860
1616070032,14790551
1616070032,14980086
1616070032,15192100
1616070033,15194056
1616070033,14481833
1616070033,14671860
1616070033,14980086
1616070033,14731963
1616070033,15157064
1616070033,15192100
1616070034/79213655,15373194
1616070034/79213655,15199126
1616070034/79213655,15404030
1616070035/79213656,15116000
1616070035/79213656,15185962
1616070036/79213657,15046030
1616070036/79213657,15037958
1616070036/79213657,14310766
1616070036/79213657,15185961
1616070036/79213657,15182032
1616070036/79213657,15242560
1616070036/79213657,15312000
1616070036/79213657,13211594
1616070036/79213657,15192099
1616070036/79213657,14988989
1616070036/79213657,15047904
1616070037/79213658,15206971
1616070038/79213659,14810112
1616070039/79213660,14809864
1616070039/79213660,15238057
1616070039/79213660,14810112
1616070040/79213661,14921004
1616070040/79213661,15452141
1616070041/79213662,15455982
1616070042/79213663,14988989
1616070042/79213663,15104957
1616070042/79213663,15181053
1616070043,15102173
1616070043,15331043
1616070043,15336249
1616070044,15331043
1616070044,15336249
1616070045/79213664,15046941
1616070045/79213664,15201033
1616070045/79213664,15452141
1616070045/79213664,15352015
1616070045/79213664,14921004
1616070045/79213664,15455982
1616070045/79213664,15274998
1616070046/79213665,15141113
1616070047/79213666,15455982
1616070048/79213667,14967876
1616070049/79213668,15455982
1616070050/79213669,14721277
1616070051/普00871177,14830136
1616070052/普00871178,14819946
1616070053/79213670-2,15038044
1616070053/79213670-2,14291730
1616070053/79213670-2,15004903
1616070053/79213670-2,14387743
1616070053/79213670-2,15128983
1616070053/79213670-2,15206970
1616070054/79213673,15056894
1616070054/79213673,14972011
1616070055/79213674,14804260
1616070055/79213674,14972011
1616070056/79213675,14804260
1616070056/79213675,14992909
1616070057/79213676,14310766
1616070057/79213676,14813741
1616070057/79213676,15185963
1616070057/79213676,15192099
1616070057/79213676,15242188
1616070057/79213676,15037958
1616070057/79213676,15312000
1616070057/79213676,15078912
1616070057/79213676,15330987
1616070057/79213676,15334065
1616070058/79213677,15046030
1616070059/79213678,15330987
1616070060/79213679,15047904
1616070060/79213679,14526773
1616070060/79213679,15185961
1616070060/79213679,14197589
1616070060/79213679,15185960
1616070060/79213679,15330987
1616070060/79213679,14310766
1616070060/79213679,15181053
1616070061/79213680,14980872
1616070062/79213681,15201035
1616070063/79213682,14251612
1616070064/79213683,15242090
1616070064/79213683,14935881
1616070064/79213683,15331110
1616070064/79213683,15335985
1616070065/79213684,15130026
1616070065/79213684,15162957
1616070065/79213684,14935882
1616070065/79213684,15077943
1616070065/79213684,14935885
1616070065/79213684,15242090
1616070065/79213684,15335984
1616070065/79213684,15230101
1616070066/79213685,15087039
1616070066/79213685,15587037
1616070066/79213685,15569988
1616070066/79213685,15225124
1616070067/普00871179,14979894
1616070068/普00871180,14979894
1616070069,6517622
1616070070,6517622
1616070071/普00871181,15116995
1616070071/普00871181,14819947
1616070072,14935101
1616070073,15193974
1616070074,14935101
1616070075,14935101
1616070076/79213686,15604979
1616070076/79213686,15604976
1616070076/79213686,15604977
1616070076/79213686,15604978
1616070076/79213686,15509968
1616070076/79213686,15604975
1616070077/79213687,15569988
1616070077/79213687,14935885
1616070077/79213687,15331110
1616070078/79213688,14935882
1616070079/79213689,9092590
1616070079/79213689,14270748
1616070079/79213689,13869592
1616070079/79213689,3397439
1616070079/79213689,15071315
1616070080/79213690,15181053
1616070080/79213690,15185963
1616070080/79213690,15037958
1616070080/79213690,15242187
1616070080/79213690,14310766
1616070080/79213690,15078912
1616070080/79213690,15240983
1616070080/79213690,15242560
1616070080/79213690,15046030
1616070080/79213690,15363007
1616070080/79213690,15206971
1616070081/79213691,15073880
1616070082/79213692,15046030
1616070082/79213692,15240983
1616070082/79213692,15037958
1616070083/79213693,15071961
1616070083/79213693,15145331
1616070083/79213693,6642591
1616070083/79213693,15181053
1616070084/79213694,15455982
1616070085/79213695,15046941
1616070085/79213695,14921004
1616070086/79213696,15452140
1616070087/79213697,15201033
1616070087/79213697,15201035
1616070088/79213698,14992909
1616070088/79213698,14818083
1616070088/79213698,15182028
1616070088/79213698,15562962
1616070089/79213699,15352015
1616070090/88761214,15452141
1616070091/79213700,14534724
1616070092/79213701,15444273
1616070092/79213701,14843870
1616070093/79213702,15352015
1616070094/79213703,15274998
1616070095/79213704,15201035
1616070096/79213705,15352015
1616070096/79213705,15452140
1616070097/79213706,15455982
1616070097/79213706,15312982
1616070097/79213706,15046941
1616070097/79213706,14921004
1616070097/79213706,15201034
1616070097/79213706,15452141
1616070098/79213707,15246081
1616070098/79213707,15598973
1616070099/79213708,15243031
1616070100/79213709,14972157
1616070100/79213709,13211594
1616070100/79213709,15334065
1616070100/79213709,15078912
1616070100/79213709,14995881
1616070100/79213709,14526773
1616070100/79213709,15330987
1616070100/79213709,15242496
1616070101/79213710,14731983
1616070102/79213711,15046941
1616070103/88761630,14813741
1616070103/88761630,15185962
1616070103/88761630,15185960
1616070103/88761630,15083976
1616070103/88761630,15181053
1616070103/88761630,15037958
1616070103/88761630,15182032
1616070104,13211594
1616070104,15166111
1616070104,6642591
1616070105/79213712,14804260
1616070105/79213712,14804238
1616070105/79213712,15056894
1616070106/79213713,15253082
1616070106/79213713,15182032
1616070106/79213713,15516005
1616070106/79213713,15078912
1616070106/79213713,15540004
1616070106/79213713,15185962
1616070106/79213713,15271976
1616070106/79213713,15181053
1616070107/79213714,14846195
1616070108/79213715,15090312
1616070108/79213715,15297003
1616070109/79213716,14866031
1616070110/79213717,15240983
1616070110/79213717,15151088
1616070110/79213717,15104957
1616070110/79213717,15185962
1616070110/79213717,15047904
1616070110/79213717,15116000
1616070110/79213717,15185960
1616070110/79213717,15181053
