INVOICE_NO,ITEM_ID
316079455,15194984
216078051,3217349
316075501,9120587
6A01600531,15406993
6841601164,14735848
316071501,"11183588,3418234"
316073379,6837600
616070131,15405025
CX48010230,3393115
216070414,10884587
216077329,10028588
216075332,14961948
216071856,88411
3416070050,15280990
1616070133,15331043
216071388,70072
316074920,"3421408,88009"
316074499,14762160
316072273,"3423604,6837598"
216073370,11100588
216077202,149991
216074789,"1748,1751,88479"
316076707,3185283
W016070408,126678
D616070461,14512137
W016074433,139010
216075492,148513
316076257,2474017
2316072157,"128716,129417,13687589,3368047,70415"
W016070079,"139012,149708,3335575"
2316070334,3394073
216072789,"137858,1668796,1754,3322478,3344768,3399377"
316072830,"14856940,14988996,15084091"
CX47347797,15230124
316072840,3417470
O516070517,725474
306071319,14393723
W016070429,2363017
CX48010478,10174588
306071046,3430695
216077670,"3330609,88064"
316071003,"134231,70276,88870"
216074051,1484798
W016073219,126170
W016077974,7923587
316075566,70086
306070138,14861188
CX48010311,"14593727,14593729,2205729,2207575,3429301"
W016078261,149674
6891600885,"15041895,15105973"
6871600804,14845991
216073691,"126233,126282,126597,1383807,14701332,14927872,172052,70415"
316075519,14696183
CX47345679,3417453
316078062,14729891
W016071410,3224349
316072517,3304002
W016075401,70068
306070262,3246831
306070039,14487723
616070052,14742205
316072725,"150782,3366410"
W016076416,150464
316078861,14565662
2316070529,15379975
CX47346400,"116036,14942025,3190750,3249325,6358587,6360587,8736588"
316072281,15350999
P516070062,14782210
1616071763/88764256,15104957
306071242,"13610595,14713895,15306024"
216070458,"13681593,15016082"
316071181,14755907
W016076808,142960
W016078993,15028927
216070863,3309006
316076696,"134608,134610"
W016075540,"1426786,15017950,3807076"
316075381,14592723
316072036,3386936
1616071528/88761841,"14921003,14921004,15452141,15455981,15455982"
W016078291,3313963
6891600948,14782210
6K01600124,15549964
306070480,"132757,132989,14474744,14694817,183067,70415"
316078540,"14921897,15187111,15220036,15221037,15243962"
316071002,14558768
316071761,100
W016073877,3328450
W016079069,14908244
316074689,"3073079,3074070,70440,88568,88570"
W016077578,3335752
A716070266,150848
W016072593,"126597,1295793,70072,87072"
CX47346260,3333282
316070495,"15201975,15363023"
316077878,"3306191,70449,70450"
216070347,3222103
306071039,"14870535,14876857,15270961,15270962"
216074744,7062587
316078412,"12206587,12207587,14788850,15313070"
216070865,14851864
W016078901,70509
316076285,14752325
CX47346414,128862
6F01600238,15423965
306071876,14731963
316075198,"138455,146857,14812090,3326430"
216070113,1018630
316078689,"133936,134558,134610,179051"
W016074733,"26001,3309039"
W016070089,"2208849,2208850"
306071195,15444114
CX47348526,15564971
316079356,134112
CX47348039,"146762,148557,1708,3297071,3423668,4709595,70449,70509,88444"
6881600353,15187016
216070294,"11846593,14474738"
616070578,"10820587,1907798,3180666,4832587"
216076235,"14863053,14875861,3371051"
CX47346831,135522
216072169,14689074
316073384,14935991
316073069,3388579
316074622,"14752201,14760944"
216077134,666430
216075342,3343503
W016074395,3391296
316072127,3246417
CX47347991,118866
W016071506,"150059,3205400,3223332,87128"
W016070501,3325466
W016074806,14873879
216077543,14847917
216072288,"14208661,14208670,14208671,14208676,14208683,14215606,14215620,14691199,14772880,14811886,14827599,14827865,14887892,14924084,14925266,14994078,15002733,15002743,15002763,15016149,15192280,2110799,3322763,3387711,3772606"
216077138,"15084091,15093959"
316075197,15016895
D616070402,13201587
216076838,2965068
3416070456,15220033
316078154,"136475,149722,3383008,88282"
316077798,3249185
216075645,14889950
216070474,"12021587,134730,134768,135211,135344,135934,14788184,14810891,14811972,14841008,14883128,14988978,15247127,1698,1744,1919786,2206536,3328648,3399937,5239587,87626,88442,88477"
CX48011890,"11659587,14845944"
306070214,"126672,134573,14565368,1724,1985,3246369,3342482,4264926"
K516070213,"15280990,15288972,15288975,15288976"
316073648,"14727918,778517"
CX47347053,3216651
CX47347617,14849891
216074896,"1472791,150002,3308233,3310420,3322423,3344560"
216075030,14934952
CX48011858,"14812129,999"
316075613,"14566420,1724,3343875"
1616070201,15436256
B516070558,14790283
1616070935/88761474,15540004
O516070194,133449
316076199,150170
316076255,87284
2316070006,14883067
216075211,9684587
CX47345965,3249498
316071635,"130737,209175"
A716070674,"130800,13148598,14588733,1754,23,3313836,3318084,3322818,3387711,4001,87794,87795"
W016070100,"2643018,3179716"
316072446,"14752201,14760944"
616070405,3379161
216077312,3220375
316079583,14566618
CX48011842,14789469
CX48011744,2206062
216075148,149991
216076145,3415378
316072415,"142994,143094,150778"
CX47346159,98
1616071297/88761683,"13211594,15046030,15047904,15078912"
216077699,3420551
216075275,15230249
316072549,"14752201,14760944"
O516070784,1986
6841601172,15278976
316073641,13148598
1616070085/79213695,"14921004,15046941"
316078688,12459587
W016077905,135739
W016073444,14952040
W016076736,3317529
316078550,15205960
316075696,15002627
CX48010612,3182601
216071191,3244904
1616071131,"14481833,14671860,14675955,14731963,14980086,15157064,15192100,15194058,8768587"
316070009,"15201977,15281965,15330978,231539"
CX47348271,3245963
W016075490,3365254
306071810,"14683790,15116972,15119002"
216072065,3240857
616070685,"1715785,2205580,2205589,2205660,2208102,3408385"
W016071527,70449
316073258,"13286590,148641,4616587"
CX47348470,2219796
CX48010758,"3224710,3327807"
CX47348674,14752262
6I01600563,14790248
316079435,"126524,2918086,3166118,3180625"
216070268,14388728
306070451,"15071180,15189099,15361027"
616070308,3366137
316071050,3240820
W016070239,"116441,126575,128847,3189447,3246373,3343443,639432"
216075517,"87129,87139"
A716070455/17830641,"14199607,14199989,14583727,14584736,14742999,3196375,3343436"
316073480,14809891
CX47346975,3510587
216073959,3391451
W016071535,"3807213,87121"
216074180,"133456,133619,134854,134856,134866,134867,134870,134872,134954,135056,135122,135224,135344,135384,135452,135491,135492,135493,135494,135495,135496,135497,135499,135501,135502,135503,135504,135505,135506,135507,135508,135509,135510,135514,135515,135547,135563,135789,135821,135824,135835,135838,136028,136113,136203,14368729,14742996,14889865,15021876,1538791,1589785,1697,1698,1698791,1708,1755,2072852,2100794,23004,2388036,26001,2895068,2895075,3181351,3205732,3206319,3216486,3245354,3245629,3250356,3308868,3315585,3316309,3316310,3317639,3318553,3321500,3326167,3334235,3336149,3344437,3368811,3370545,3389808,3398107,3403907,3434249,6156588,70126,70127,70274,70297,70298,70509,7068592,761495,87118,87947,87950,87951,87995,881629,88301,88411,88443,88444,88445,88520,88563,88622,88623,88675,88676,88677,9544595,9544596"
W016078928,3249282
6881600303,15279003
W016071051,149703
W016070418,3249375
CX47345855,3246553
216073197,15221014
6A01600480,14988891
216075441,15032007
316076126,"143148,88224"
316077177,15151351
216074468,3326328
W016076327,2901146
CX48010294,"1192,183083,3215488"
W016079071,"14149589,14908244"
216076431,"141491,14208601,14281745,14297734,142998,14678826,14766861,14786993,14863011,14863012,14863019,14863022,14863023,14863042,14863045,14863053,14863058,14863080,148744,14943870,15005906,2195798,3071101,3152151,3179307,3189383,3196320,3196360,3197270,3241842,3241844,3241979,3246626,3248286,3307931,3307938,3325320,3326978,3332723,3335676,3341315,3342403,3345342,3395228,3395230,3395231,3395249,4642602,4642611,4642621,4642624,5535589,8944592"
D616070506,2205849
216077110,"3244320,3306621"
1616070821/普00871195,14819946
O516070380,2906099
316078225,"3167084,3309901,88518"
316072588,87692
6K01600144,15323074
1616071176/88761587,"14863929,14864861"
1616070314/79213884,15569991
W016077189,"145652,146780,14859885,3335535"
316076329,15497960
W016076918,3189325
216072969,14929871
W016075035,205235
2316071226,3223465
CX47346755,"3329232,3368962"
W016077834,222541
A716070210/17830726,3085213
2316071238,"14970863,2441374,3434829"
W016078311,14717883
6841600935,15278976
6A01600563,15406993
D616070451,"14511983,15312979,2205574,2205577,2205587,2205817,2205853,2812068,3322771,9183587"
216074822,15180962
W016072880,14789822
CX47348049,"134640,2209921"
W016078225,1707
E216070020,11261587
216073401,7062587
W016072036,3296838
6871600726,15355971
216071678,15141043
K516070157,15051992
W016073981,14971988
W016077328,126824
5416070003,15189014
316074835,14934186
1616070525,15539983
W016077874,"2078835,3216321,3405314"
2316071745,"3316309,3317335"
216075567,14846042
316071718,14274722
306070729,13584590
W016072730,14915871
W016077838,885654
CX47346873,135825
216071381,87583
216073235,"1252735,126522,1698,2616015,3250413,70509"
316070064,149674
316073998,15292969
216075990,"3216410,3216651,3249436"
216072773,"143117,149674,150222,3420615"
3811600119,"142405,3758609"
W016073192,"3345336,3369811"
306071380,3198177
316074643,3316336
O516070393,3000071
O516070075,2723054
306071705,1500792
216070543,15205977
CX47347902,14899412
CX47347218,3771128
316075174,14861184
6871600766,15461985
1616071697,15245999
W016072263,3312978
W016071941,"3242093,3318363"
W016077244,3298010
316073257,15102159
2316070637,135739
6891600904,"15278976,15336004"
CX47347173,"3190569,3190619,6358587"
W016070903,2208718
W016074981,3431676
316075500,131719
316074635,"14752201,14760944"
CX47345279,88411
2316070560,"141322,142921,143351,15005994,3219446,3312485,3423538,3750102,3807039"
1916070171,8768587
JX07554002,"14771957,14830875,14863192,14986887,15306042,3310564,3386786,3408688"
316079678,1300769
W016072244,14822156
A716070086/17830616,14742164
5416070156,15288975
W016077616,"3180230,3297262"
316070796,3166116
616070571,"12155587,3430077"
316077607,3186376
316078525,14934494
W016077055,3313842
W016073491,15079029
216070366,12588609
216075226,14768938
A716070407/17830746,134165
306070780,3404637
W016071406,143752
W016078840,70057
W016076329,8039589
216071662,"12560591,13213592,14717883,14729861,14729899,14789148,14863064,14942882,15091989,15199012,3083071,3200225,3244851,3250442,3332300,3383249,3383398,707431,8059588"
316072043,14834920
306070433,3317785
W016074379,3325068
216076318,"12281603,132548,14988976,15064993,3332131,8934603"
W016076731,14933897
CX47348351,14697002
CX48010604,3206259
CX48010306,9083588
216077395,"135879,2286017"
316072407,136475
1616071450,"14717885,14717889,14791903,14972945,15140234,15348978,15512018,15587004"
A716070121/17830703,"3330609,3431067"
CX47347537,"12381591,3324895,3372259,4029588"
2316071721,1242731
6K01600143,"15306063,15355971,15406993,15419008"
CX47347748,2186794
1616071193/88761598,15640051
216076629,"15016997,15071151"
316072492,"14752201,14760944"
CX48010430,3216651
216076094,2240799
W016072211,"3275503,3335070"
W016078845,2206670
6G01600144,"14782215,14790248,14929876,15336004"
616070055,"1010,195100,195101,205197,668,721"
616070277,"15220989,15510019,205197,2289015,41002"
W016073834,3328541
A716070093/17830662,3328653
216074115,2206763
316072848,14843965
2316071747,"1575786,2795091,3097085,3188588,3368726,3388964,760484,8032587"
W016074548,150642
6B01600346,"15307088,15336110"
216076329,"14717883,14729861,3332300"
W016075436,225538
316077824,"4537587,8934604"
CX47347736,14753918
316075157,10521588
CX47346254,"140779,140896,2478031,3241687,87128"
316078791,15400183
CX47347011,14565088
216071104,"3250618,3327256"
216072233,"103,126542,133621,134906,14684736,3388132,4709595,5094616,70066,74"
316072796,15497959
B516070258/14899448,"14798946,15405986,15445004"
316070597,"135384,14922927,179052,23004,26001,2826072,3175300,87722,88443"
316076283,14762160
216074793,"14850903,14939016,3339195,3340658,3344038,3369266,3394678,3424800,3714616,4091588"
W016077502,"14924049,14924876"
W016075501,3182360
W016077028,2205591
316071032,14827807
1616070078/79213688,14935882
2316072102,3221292
W016074259,3434917
6K01600106,"14790248,14929876"
6E01600541,14845991
W016076737,"3395623,3758612,3758613"
CX47347367,70975
306070308,3342482
A716070001/17830603,14305742
316077541,14671871
316078035,14827951
316073716,143043
306071595,15092147
316070692,3396244
B516070028/01838461,"2248074,3242550"
306071199,15107956
216077546,15221037
216077241,15017114
B516070554/14899945,"2208003,2242347,2243076"
306071045,"14564961,14564964,14565274"
B516070381/14899704,1717
316078521,14934494
W016071720,2205624
616070315,1372777
216075257,15242311
2316070061,"13609632,140879,140890,143094,143690,145359,146758,146829,146898,3103088,3191384,3196453,3298243,3418412,3420368,3420388,3423460,3423486,3423488,3424293,3722810,3749936,3770854,3772230,3865757,3868600,3868728,3868988,4075594,70334"
316071355,"13207592,14888233,5022588"
1616071338,15351065
B516070338/01839312,"14512113,2207951"
316079304,"14436753,15121116"
W016074033,14917889
2316071771,"3379507,3380262"
306071979,14889869
B516070195/01839002,15221097
316078971,14816056
316076938,14990878
O516070181,12134587
5416070200,15103999
D416070005/86190427,3961600
316072419,"3223283,3321810"
W016072927,"1699,1707,1746,70511,88411,88480"
B516070156,14683947
A716070090/17830619,"14192593,14330752,15436107,15461973"
O516070302,1946787
316072340,15351001
W016073102,1698
316075538,3297130
W016073553,"138954,14498729,14537792,14710682,14710900,3299402,3782706,3807092"
CX48012026,3215568
216073974,"126991,14518733,1751,4709647"
316078771,3545591
216074678,124447
216072551,14961948
W016078284,3306366
316070812,14723919
306070321,14696999
1616070899,15102173
W016076473,14782036
216070892,"14863024,14863025"
B516070190/14900162,"14548782,14916917,3386805,412,413,4391587"
306070999,"3306320,88891"
W016075255,"2749085,3191384,3782948"
316077979,3418640
316078670,15225006
216075249,4194587
316072521,70333
2316071796,127340
6E01600459,"14790248,14929876"
316070775,6064587
316076718,"14354733,14847933,14955873,15140982,15192257,15196971,15196972,15196987,15231043,2152814,3152088,3247954,420365"
