216074178,"134,915,891,420,867,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6861600353,15461984
P516070032,14782210
316071202,2663032
316073359,14528752
W016072366,3244650
W016070301,2226812
216075574,15222028
W016071212,564391
306071609,"14,299,470,043"
216073203,12588609
306071171,15189017
6891601004,15225133
6K01600110,15423965
216076486,14565939
316077084,14761902
316077739,"330,990,187,751"
W016079080,"322,214,332,233,486,000,000"
316077530,15031996
CX47348061,127459
W016074644,3225980
216073590,3368987
216073858,"1,469,479,214,804,470,000,000,000,000,000"
W016074673,"1,092,658,814,840,980"
316074750,"150,909,911,562,296,000,000,000"
CX48011816,14924939
316074874,"14,301,743,147,281,400,000,000"
O516070654,12432587
W016070375,15142113
216071786,14721260
CX47346118,"55,215,895,560,589"
6E01600566,14782215
216076130,14972996
306071222,13528589
5416070136,15288972
316075713,14847917
216076017,134163
216071258,3318772
CX47348078,"1,511,962,207,063,220,000,000,000,000,000,000,000,000,000,000,000,000,000"
1616071545/88761858,"149,210,041,504,694,000,000,000"
216073336,"133,355,135,434,175,000,000,000,000,000,000"
216077561,14762160
A716070083/10930213,3316107
O516070160,135384
316078368,3326112
CX48010352,3316172
216070459,"143,827,531,488,989,000,000,000,000,000,000,000,000,000,000,000,000"
316078086,1575786
316076710,14565832
216075289,3206373
CX47347895,15242245
216071288,3368987
216075802,14566210
316078266,88891
1616070103/88761630,"14,813,741,150,379,500,000,000,000,000,000,000,000,000,000,000,000,000,000"
6I01600665,14962884
CX47345919,"135,491,135,494,135,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6D01600121,"14,782,215,147,902,400,000,000,000,000,000"
6H01600059,"1,530,606,315,419,000"
D616070635,"2,205,849,220,805,720,000,000,000,000"
216076880,3340154
216071008,"1,390,083,423,615"
306071863,8183599
216075964,148744
1616070535,"14,717,889,149,729,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316070084,135789
CX47348491,"124,165,339,312,388,000"
W016079135,70841
6841600878,14811865
306070111,"12,678,712,932,812,900,000,000,000,000,000,000"
216075745,"150,520,821,515,135,000,000,000"
316077915,10094587
W016075470,148761
W016070190,"31,964,453,197,393"
306072104,"147,619,011,476,790,000,000,000,000,000,000,000,000"
216077223,14934388
W016077294,"324,363,432,499,853,000,000"
316079344,2207328
W016071443,3317857
216074656,14372724
1616071432/88761775,"13,169,588,148,136,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX48010722,3323794
616070736,"147,891,701,486,124,000,000,000,000,000,000,000,000,000,000"
6C01600261,15549964
6891600994,14782215
K516070205,15331040
306070888,"315,907,331,796,903,000,000"
W016077560,135825
CX47347600,14565464
CX47347143,"100,763,212,656,412,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6G01600114,"147,902,481,492,987,000,000,000"
316078467,"1,286,661,470,141,410,000,000,000"
306071329,15502980
216070909,4469589
316079355,"1,373,758,915,510,010"
6821600304,"1,424,159,714,270,730"
6821600291,8953591
216075322,"1,256,059,113,213,590,000,000,000,000,000,000,000,000,000,000"
216072409,"13,485,913,486,617,500,000,000,000,000,000,000,000,000,000,000,000,000"
306071652,"3,300,587,330,581,880,000"
316075162,"1,170,258,715,083,040"
CX47346972,14186603
W016071678,"220,572,122,059,062,000,000"
CX48010652,3323340
316070365,126591
1616071291/88761676/7,"149,259,171,493,588,000,000,000,000,000,000,000,000,000,000,000"
2316071962,3114083
216070756,"12,573,712,610,912,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
316073376,14902236
1616070454/79213990,"148,639,271,486,392,000,000,000"
W016077539,3265828
216071827,3249374
6I01600699,"147,822,151,484,643,000,000,000"
1616070575/88761751,15331110
216073328,9337587
W016071000,15141215
216070297,10756587
W016070722,2057816
216072550,15145027
216074310,"132,815,891,496,194,000,000,000,000,000"
CX47348208,1708
306070691,3178227
CX47345353,"32,165,243,310,564"
CX48010587,"11,921,234,123,932,000,000,000,000,000"
2316070988,15526020
2316071097,3371810
6891600855,"1,492,094,515,278,980"
316075657,3225506
216077505,12281604
216071509,15553960
216074408,"1,120,741,268,659,110,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6891601118,"1,476,687,814,782,210,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6E01600514,"1,484,599,115,071,920"
1616070332/79213899,15452140
216071761,72302
CX47348157,"33,689,873,807,427"
216072491,14518733
316078585,14771939
A716070134/17661652,"130,800,152,419,923,000,000"
316078954,"1,334,259,313,476,310,000,000,000,000,000,000,000,000,000,000,000,000"
316075165,14813146
316074213,"15,156,115,403,960,300,000,000,000,000,000,000,000,000,000,000"
W016077059,14909080
1616070626/88761256,15631973
B516070485/14899686,2205558
W016076408,149674
W016076672,3252334
616071022,"11,884,587,144,947,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6B01600344,15225133
6I01600616,15419008
316076610,3409289
216075410,"33,364,313,336,596"
O516070700,2208219
W016074749,7307592
W016077626,"2,205,596,220,844,030,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316070438,126678
6I01600618,"1,473,132,115,461,980"
6D01600105,15344977
1616071162/88761573,14979888
B516070104/14899971,"129,318,134,108"
A716070520,3207386
CX47345391,70415
2316070259,15083957
2316071186,3217532
216078118,"100,1017631,14308740,14561723,14673011,14675004,14681885,15013862,216,219,262,269,272,2946088,3318770,5094608,5095590,5095592,5095594,5095611,5095627,5692592,6004587,6070587,6534591,87306,87519,87745,91"
316073120,"14,797,166,149,671,900,000,000,000,000,000"
316074617,3086107
W016075126,3417486
216078059,"14281745,14297734,142998,14678826,14863012,14863022,14863023,14863044,14863045,14863053,14863059,148744,149993,15005904,3085086,3196320,3196360,3241842,3241844,3241979,3250538,3306281,3307938,3326978,3332723,3335676,3390885,3395249,3406281,4642602,4642603,6551590"
6B01600388,15419008
W016076760,2208298
W016076334,3758590
5416070015,15141362
216071576,15254077
CX48010334,11081587
316079431,143633
6A01600604,14962884
316077868,"134,277,821,637,982,000,000"
316078319,"138,268,808,608"
316078741,15220036
216076476,142959
W016075812,70068
W016075006,3417486
316075443,14910899
1616070292,"1,524,599,715,436,250"
2316072104,126564
6871600718,15423965
K516070103,15288976
CX47346774,"1,429,171,732,493,250,000,000"
W016077694,3190619
CX47346531,"33,903,957,893,587"
W016068675,129400
316074389,"1,469,478,514,727,930"
CX48011957,14789884
316074611,"322,034,570,374"
306071995,"14,490,752,148,209,600,000,000,000,000,000,000,000,000,000,000,000,000,000"
316071175,3345208
W016071429,15182992
W016076678,3186210
W016068539,117683
D616070267,"14,818,087,150,779,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
316072041,"147,409,331,486,797,000,000,000,000,000,000,000,000,000,000,000"
216071721,"1,515,130,015,230,030"
3416070257,15286972
O516070359,3238630
W016078370,3721806
W016073217,3154456
W016072496,2205564
216076755,4029588
216073208,14306734
1616070366/79213922,15192057
2316071642,3430654
CX48011956,"22,058,233,404,289"
W016077154,"1,391,311,498,933,190,000"
W016076880,15194966
216073480,14684000
316072084,150213
W016078858,151832
W016075897,3328654
W016075975,3869516
W016078830,141267
216075777,"11,106,014,289,314,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
W016076950,"330,644,970,589"
316077633,"14,797,166,149,671,900,000,000,000,000,000"
W016075883,"2,134,800,952,629"
316077089,14790268
W016074372,3324822
2316071479,14801122
306070378,"148,566,150,162"
A716070249/17830716,201112
316070740,"1,451,572,615,249,960"
CX47348187,135506
CX47346984,4231589
316079943,"147,210,713,221,348"
216072435,14889891
1616070971,"144,818,331,467,186,000,000,000"
1616071509/88761822,"14,804,168,148,042,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316071766,"1,010,451,699,174,630,000,000,000,000,000,000,000,000,000"
6F01600275,"1,478,221,014,782,210,000,000,000,000,000,000,000,000"
CX47348502,15149972
B516070326/01839298,143639
B516070153/01838974,3381378
216074529,14696986
W016077125,15071138
216071521,"14,704,190,330,523,500,000,000,000,000"
2316071292,"1,175,731,126,567,120,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073513,70415
K516070215,15189014
316077928,8644588
216073712,"33,261,674,709,595"
316075297,14508783
W016072349,14710547
2316071559,3749608
216076700,"1,456,495,214,565,270,000,000,000,000,000,000,000,000"
306071144,15137039
1616071533/88761846,"1,493,890,314,979,890"
316071663,3189373
B516070098/14900002,14998017
W016071550,3338075
W016075996,147092
1616070652/普00871189,"148,039,271,481,331,000,000,000"
1616071104/普00871203,"1,478,760,614,980,180"
316079254,3319345
W016078832,14933992
O516070631,3401856
616070362,3386839
316074383,437381
6I01600669,15306063
316074751,"1,346,603,221,401,320,000,000,000,000,000,000,000,000,000,000"
316073483,2152814
W016073399,3249444
W016078038,2208223
W016074269,15387009
316073834,"1,482,349,614,823,500"
216076874,"1,253,073,190,384"
216076679,14564701
316073399,"10,522,587,147,838,700,000,000"
216076543,148530
W016075754,3328751
5416070206,15288975
616070894,3297172
CX48010500,3246366
216078202,10633591
216073886,88064
306071484,"1,220,758,712,210,590,000,000,000,000,000,000,000,000,000,000"
216076069,"141,149,141,618"
W016077183,"1,391,991,498,304,160,000"
B516070464/14899968,"1,474,295,614,773,980"
316076460,4723587
CX47348105,6870588
216073975,125987
W016075107,3313963
A716070576,"1,410,959,114,192,590,000,000,000,000,000"
A716070021/17830845,2207239
316070875,134852
O516070126,3244421
316075031,"31,974,285,684,588"
CX47345460,3403907
CX47346951,15460988
1616071438,"1,553,998,315,539,980"
K516070046,"1,478,221,015,189,010"
K516070147,"1,478,221,015,189,010"
316078925,"1,409,381,432,251,480,000,000,000"
1616071476,4889591
316078157,7125592
316075624,"33,062,864,249,587"
306070278,143573
W016074734,14713816
316076809,14894229
K516070049,15051992
B516070225/01839038,3375902
216073816,"14,639,727,148,529,400,000,000,000,000,000,000,000,000,000"
W016070577,149949
216076918,135879
1616071346/88761708,"15,352,015,154,521,400,000,000,000,000,000"
CX48010216,"149,769,661,500,214,000,000,000,000,000,000,000,000,000,000"
CX47346442,14920958
306071641,"14,782,164,152,601,600,000,000"
316077842,"1,073,180,614,564,430,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1616071602,15436267
216071634,3342403
CX47347527,11287587
316074828,967629
216073171,15582044
316079566,3245332
W016072265,"105,015,881,257,601,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX47347559,"126,522,126,655,142,000,000,000,000"
316072987,"12,899,713,628,116,600,000,000,000,000,000,000,000"
CX47348754,70448
CX47345558,15204957
5416070231,15058972
5416070069,14782210
316072958,14859896
216073504,3182272
306070582,14481745
W016075667,3304928
316074072,"1,052,158,814,760,940"
B516070311/01839249,14369742
A716070432,"35,455,963,545,599"
216075031,125987
CX48010746,"14,960,968,333,325,800,000,000,000,000"
CX47347929,"32,170,883,246,898"
6871600783,"141,415,941,546,198,000,000,000"
6861600364,"1,528,099,015,286,970"
216076597,70589
A716070343,135160
W016078806,117188
O516070853,14997960
216074979,14960857
316070643,3216410
316072689,15551027
W016077216,"1,478,969,914,789,980,000,000,000,000,000,000,000,000,000,000,000,000,000"
306071465,"14,931,872,175,431,800,000,000,000,000"
306070217,"2,097,796,220,557,420,000,000,000,000"
W016076197,3335752
216072779,232213
316072773,137488
W016074292,"22,059,662,208,085"
316076437,6212599
316078178,14665748
316076711,14816056
1616071231,"1,547,106,615,570,050"
216077463,"11046587,11161587,11494588,12560591,137799,138043,141843,14573768,14695843,14704414,14752920,14810057,14828901,14838070,148737,14935136,149518,149531,149778,150002,15544961,167051,3123078,3182644,3186351,3201502,3317871,3322925,3332029,3339204,3342066,4889593,5960720,70324,70975,7784590,88008,88064,9117587,9693590"
W016073676,2292053
216070475,"120,215,871,347,391,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
316073949,"133,936,134,228,171,000,000"
216074398,"14,208,682,143,377,300,000,000"
216077061,14839061
W016077335,150057
W016076951,"14,704,250,147,422,000,000,000"
5416070212,15142134
316076065,"417,700,727,515,588"
316078414,15006126
CX47346184,70072
1616071588/88761887/8,"1,492,591,714,935,880,000,000,000,000,000,000,000,000"
216074820,"147,619,823,384,001"
316074816,"1,444,573,833,123,120,000,000"
P516070022,15189014
316078470,"1,480,989,115,140,460"
O516070629,10731935
316073346,3307199
316076730,3326606
1616070479,"1,524,599,715,471,060,000,000,000,000,000,000,000,000"
1616070635/88761267,15046941
1616071118,"141,415,941,419,159,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316070243,"333,551,588,356"
2316071338,3204325
W016076353,"135,930,331,319,733,000,000,000,000"
A716070431,"14,357,314,359,633,000,000,000,000"
W016072166,141586
616071041,15290024
W016073356,150957
216071767,134247
6871600704,"1,546,198,415,461,980"
306071179,15063895
1616070055/79213674,"1,480,426,014,972,010"
216071731,"14,863,066,148,630,600,000,000"
1616071720/88764224,15190969
W016076922,150778
W016070253,"125,765,125,963,126,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX48011845,"148,390,162,207,538"
316071943,3307086
W016072401,133675
W016076789,3413490
216070079,"101,863,014,742,185"
3416070426,15031996
316073767,14997939
216075695,15526974
W016076234,3250502
CX47347194,"1,487,164,265,594"
1616070663/普00871189,14980184
216075004,2252036
316072212,"1,469,474,714,988,990"
1616070755/普00871191,14790349
B516070101/01838827,15002759
316070698,"130,435,872,197,453,000,000"
W016072958,3188591
W016078839,3320895
5416070188,15189015
316077152,14901041
1616070411,"13,217,588,146,718,600,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316070100,3249501
216072698,111064
W016070380,14715132
316079488,3383459
316072793,136198
CX47346385,3392511
316076669,"1,358,832,852,069"
6F01600223,"1,542,396,515,457,050"
316077537,"138,455,149,764,150,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
W016074412,3265987
W016073164,143110
CX47346046,129223
316079759,"147,209,351,482,197,000,000,000"
316074416,3368987
CX48010255,"1,231,541,269,058,730,000,000,000,000"
6891600959,15278981
6841601181,15278976
216076770,"1,497,686,942,315,890,000,000"
1616070125,15539983
216075270,"150,861,433,336,957"
316070639,"1,355,204,264,926"
W016072160,147090
216074018,"1,202,358,770,449"
216075543,3403390
316074921,2901183
216078184,11455591
6F01600247,14845991
316074932,"147,609,485,372,590"
216076380,8929651
216074970,15227109
316079467,14694818
CX47345886,3459604
2316071998,15070943
6I01600603,"15,240,001,152,789,700,000,000,000,000,000"
316076154,"14,639,726,147,130,900,000,000,000,000,000,000,000,000,000,000"
316078969,"130,777,713,437,763,000,000"
W016071320,3328486
W016078310,14683901
216076560,3323611
CX47345775,"1,499,503,783,407"
CX47347886,15036047
306071163,"1,230,320,469,332,910,000,000,000"
W016075958,1103754
O516070394,4709595
316071745,130157
2316070448,143119
K516070067,15051992
1616070650/普00871189,14819946
216074316,14863077
CX47348051,3298133
316079180,"1,740,823,326,559"
CX48010305,933638
306071911,14566673
W016074508,"147,891,841,479,898,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
W016070329,2803078
6E01600478,14811865
316075872,"14,579,782,148,411,200,000,000,000,000,000,000,000,000,000,000,000,000,000"
A716070259/17830751,3391422
W016074041,3771763
O516070137,3365635
W016077169,3424487
316070583,3337528
CX48010470,"14,976,896,313,406,800,000,000,000,000"
6I01600564,14920945
216074365,10829587
1616070778/普00871192,14819946
W016071387,"7,005,770,334"
O516070272,7098587
316070480,15102230
2316070869,14365731
6831600816,"1,530,606,315,406,990"
316075800,"1,363,851,507,321,620,000"
K516070043,"1,478,221,015,189,010,000,000,000,000,000,000,000,000"
W016070360,3304928
316078172,14934562
316075887,"1,435,072,414,565,610,000,000,000,000,000,000,000"
B516070506/14899763,14861066
CX47347988,3216651
W016072083,1708
6F01600217,14790248
316076729,14274722
316076683,15189087
W016071188,953629
A716070627,3423952
O516070763,15341996
O516070174,70349
1616070040/79213661,"1,492,100,415,452,140"
5416070037,15288975
CX47345267,14564965
W016072269,3188435
2316071636,"12,460,593,149,703,100,000,000,000,000,000,000"
2316071918,15222013
316074314,"1,534,396,087,794"
6B01600332,14920945
1616071354/88761716,"1,504,790,415,104,950"
316072904,"1,449,872,931,853,040,000,000,000"
216076665,14809891
W016077096,149890
B516070273/01839164,15518965
A716070443,"1,451,801,471,201,530,000,000,000,000"
306070260,"155,829,983,298,016"
E216070009,15330011
1616071577/88761876,"15,002,037,152,409,800,000,000,000,000,000"
CX48010696,"22,079,764,709,608"
K516070261,"1,528,099,015,286,970"
CX47347974,"142,435,953,245,963,000,000,000,000,000"
W016075589,151235
216072871,"12,310,312,315,512,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216078045,3313963
216074057,135122
316074177,14723919
216070063,3145111
CX47347633,"14,565,454,290,118,300,000,000,000,000,000,000"
316074802,15307097
316075808,15201024
316072656,3326316
W016072451,3178244
2316071203,14963907
CX47345387,3341285
316070653,14834153
316072485,"145,645,352,322,132,000,000"
O516070048,15342000
W016078027,15205994
316079615,"12,327,313,771,633"
CX47348398,"1,497,811,502,213,320,000"
6891600878,15064868
216074869,"146,969,531,469,699,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX48012004,14512196
316070659,"1,526,897,415,270,060"
216070182,"1,318,183,207,471"
W016073466,2208176
316079792,14997999
W016074036,14490756
W016070350,135777
W016070959,3385297
1616070625/88761255,"150,568,941,558,197,000,000,000"
2316070995,150922
6891601101,14845991
216075770,"147,419,891,486,123,000,000,000,000,000,000,000,000"
216074360,"148,948,983,429,407"
216072977,"26,020,283,218,351"
W016072243,3244558
216073296,4775587
616070925,14708705
1616070111/79213718,"15,046,941,152,010,300,000,000,000,000,000"
6821600334,"1,424,159,714,270,730"
6811600227,15139051
1616070686/普00871189,15116998
306071460,12746587
216070077,14742986
2316070060,5560592
CX48010712,15018096
6E01600587,"147,822,151,484,643,000,000,000"
W016070552,14696111
W016075500,3306666
306071780,"1,478,749,414,870,920,000,000,000,000,000,000,000,000"
A716070503/17830671,15415066
CX47347183,3327845
216072270,15290959
CX47346244,3319357
216076869,5202587
1616070786/普00871193,14819950
2316070524,"220,486,731,241,013,000,000"
B516070472/14899681,2205447
CX47347686,12686591
216076088,7039590
316076095,133402
316070702,15157040
CX48010522,3223014
316079462,3325026
W016076645,5692588
216071585,3429407
216074949,"151,619,611,518,102,000,000,000"
216076200,87118
6F01600259,15461985
3831600279,"1,072,769,570,375"
616070839,"220,557,422,056,542,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
316072989,"332,616,788,411"
306071525,14436765
CX47345370,"13,804,132,529,724,000,000"
316072435,14564457
316073898,"31,793,573,366,808"
CX48010206,3322859
316079268,15071180
6871600793,15139051
316075548,"1,457,978,214,747,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073793,3396714
316076959,6622593
W016072556,135867
3416070033,15317984
316071941,134573
CX47345414,148714
216074511,"12,573,112,574,115,000,000"
3831600316,3333283
1616070791/普00871193,15228081
216075753,5921587
CX47348093,"318,059,331,807,343,000,000"
W016076038,"13,538,470,448"
O516070520,2305035
216073199,15033861
306071201,70333
316076346,15202089
306070649,"147,298,911,485,089,000,000,000"
216072357,"146,779,003,704,622"
216073767,14797061
316070591,14441727
2316071216,6971590
2316071611,"174,480,323,240,173,000,000"
2316071893,4306587
CX48011747,3339596
216073138,14499756
306071359,"1,334,259,314,307,740"
W016071753,"126,282,129,397"
316071425,2205900
A716070066/17830832,"1,493,204,315,562,970"
W016078187,1707
316073242,3175136
316070298,"146,729,328,847,597"
216071487,15138162
CX47347364,"1,478,748,215,002,620,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
W016071159,2242916
CX47348425,"148,734,149,681,149,000"
3416070105,15220039
B516070249/01839144,141640
1616070239,"1,321,758,814,654,720,000,000,000,000,000,000,000,000"
2316070172,8922604
216072693,"151,076,320,150,233,000,000,000,000"
B516070395/14899496,"1,467,190,114,672,760,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216073172,"13,550,388,411"
5416070264,15286972
CX47346925,9337587
316079088,15151961
216073127,14189600
W016076548,3417581
CX47347336,150222
CX48011802,15303973
216075553,14827114
CX47348587,"15,472,962,154,729,900,000,000,000,000,000,000,000,000,000,000,000,000,000"
316077838,2219797
O516070098,2883104
316077634,3249681
316074310,70328
CX47347376,70126
216071697,14724916
216075468,2797101
216072419,70072
316073426,11161590
W016075176,14900417
W016077196,"14,117,916,617,852,900,000"
216075824,2902089
W016073101,"14,203,639,147,973,800,000,000,000,000,000"
1616071045/88761528,15274998
CX48010562,3322859
W016073987,4231589
W016073817,3420362
CX47347975,"1,110,641,377,351,490,000,000,000,000,000,000,000,000,000,000,000"
3811600121,2093802
216077116,"14,599,739,147,419,800,000,000,000,000,000"
W016070977,125760
W016077206,70419
CX48010584,15046866
W016071123,233304
616070961,"12,393,587,145,121,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216077201,15007970
1616070261/79213860,"1,492,100,415,201,030"
316073987,"1,359,373,167,082"
316073889,3343169
CX47345341,3329232
W016077271,225538
316075681,"22,074,093,418,614"
A716070184/17661628,143629
CX47345536,88061
216070319,14956912
6811600231,15288976
P516070085,15051992
316079251,3246859
A716070095/17830968,14994080
316071219,14870425
W016079120,"1,509,035,215,129,010,000,000,000,000,000,000,000,000,000,000,000"
W016072154,135742
W016072145,1871786
W016072932,"1,640,623,179,716"
216073941,"12,574,112,657,016,600,000,000,000,000,000,000,000"
216073792,"1,354,759,031,861,720,000,000"
W016076011,1383781
W016076490,15002059
316070855,14515732
6891601063,15336088
316070615,"1,364,631,511,697,210,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
D616070541,"14,335,744,145,119,500,000,000,000,000,000,000,000"
1616070187,15436267
W016071533,145127
316075698,14329769
W016078859,12686591
W016076463,10090587
W016072960,6506587
616070624,3260349
CX47346522,3326781
W016072061,3133077
6871600712,15307088
216076187,"11,783,422,920,532,300,000,000,000"
W016076528,1743791
316079905,137741
316070793,14329769
W016077962,4394587
316073372,3313862
CX48010277,1307792
216072173,140947
1616071725/88764229,"1,480,415,815,631,970"
W016074370,2209006
216071517,3313963
316076654,133020
1616071738/88764236,15640032
W016076068,133106
316072085,138200
316078553,"1,341,534,264,926"
W016077559,1537795
O516070494,3253270
316078088,3770638
316075329,3545591
316079542,14988996
CX47347240,262
6A01600649,15334102
216074367,"1,482,715,614,827,810"
216072686,125371
216070231,15078954
W016075138,"11,767,822,051,012,200,000,000,000"
B516070330/01839300,15226152
A716070621,"146,989,451,488,809,000,000,000"
W016076301,117101
W016072295,23004
316071564,"11,757,311,458,873,300,000,000,000,000,000,000,000,000"
216078137,"34,185,513,807,098"
W016076326,5103589
316078156,4877587
CX47345707,3244320
6F01600265,15406993
6821600279,14988891
1616070599/88761235,"15,226,030,153,089,600,000,000,000,000,000"
1616070747/普00871191,14819946
316079032,"1,436,901,499,667,000,000,000,000,000"
A716070299/17830637,"145,837,271,492,999,000,000,000"
216076439,4709595
6831600864,"1,528,897,515,288,970"
216070719,"1,265,381,451,873,310,000,000,000,000,000,000"
6C01600275,15419008
216073587,"1,523,109,433,323,040,000,000"
W016074254,3190619
CX48010771,15151224
6871600751,"1,530,708,815,549,960"
216072145,"32,468,333,321,748"
W016074602,15035970
W016077778,135825
O516070481,3866541
316079775,3219364
216072260,14767916
CX47348179,"1,265,221,357,801,390,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216074109,"1,142,558,714,750,010"
CX47346619,1707
216072092,2883095
316073150,"1,284,462,793,082"
CX47348264,15367960
CX47345921,"1,547,298,715,472,980,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
216070455,"12,574,112,652,412,600,000,000,000,000,000,000,000,000"
2316071474,"13,779,513,821,413,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2316071855,11361588
CX47348474,"116,170,322,480,588,000"
316077004,"11,769,415,187,081,100,000,000,000,000,000,000,000,000,000,000"
W016073234,87223
W016076937,3423524
216076574,14850892
P516070125,15280990
316079052,"14,357,614,363,888,200"
CX47346355,3372576
CX47345401,14762160
316078155,6064587
1616071358/88761720,"1,431,076,614,526,770,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
6E01600485,14962884
6871600827,14790248
306071432,"10,992,623,324,090,600,000,000,000,000,000,000,000,000,000,000,000"
316077409,15381962
316076347,5610587
W016076368,15140151
3416070318,"150,519,921,528,697,000,000,000"
W016074592,137981
CX47347635,"12,574,112,740,312,800,000,000,000,000,000"
316071326,"14,490,754,144,908,000,000,000"
6A01600536,15002147
216071253,"14281745,14297734,142998,14678826,14766861,14863012,14863022,14863023,14863044,14863045,14863053,14863059,148744,149993,15005904,3085086,3196320,3196360,3241842,3241844,3241979,3250538,3306281,3307938,3326978,3332723,3335676,3390885,3395249,3406281,4264659,4642602,4642603,6551590"
D616070136,"15,017,113,154,499,800,000,000"
3416070109,15230124
E216070034,3200181
316071310,10350589
216075000,3179262
216074315,3424796
616070683,3317021
CX48011712,14512037
1616070268/79213867,"1,524,256,015,253,080"
W016073156,135829
W016078666,3220390
CX47348519,"15,010,041,150,100,400,000,000,000,000,000"
316073969,14883048
316079082,15137052
W016076114,1440789
6A01600483,"1,479,024,814,929,870,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1916070147,"1,473,105,714,909,890"
216073077,"1,755,175,632,986,370,000,000,000,000,000,000"
316070181,"1,265,243,330,609"
W016074740,"220,744,432,183,784,000,000"
306071136,6125587
W016073495,5499588
W016076888,3307341
316078785,15157040
W016068143,15226117
216076970,"116,185,891,341,859,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
CX48011866,14789894
316075595,3306621
CX47345690,4775587
W016071194,616414
316074226,15187112
316077666,14345808
W016072913,15017091
1616071199/88761604,15157064
A716070187/10930347,145115
O516070435,3326041
W016073132,2205231
CX48010609,3224710
216073818,3307938
W016071229,14307728
1616071546/88761859,15444274
306071970,3330484
